Article Name,NER Name Extracted
Grizzly_Creek_Fire_Updates_Facebook_live__Vail_Daily_CO___August_13_2020.txt,"('Coulter Creek', 'LOCATION'), (""Eagle County Sheriff 's Department"", 'ORGANIZATION'), ('Vail Daily ( CO', 'ORGANIZATION'), ('U.S.', 'LOCATION'), ('Colorado River', 'LOCATION'), ('BLM', 'ORGANIZATION'), ('Large Air Tankers', 'ORGANIZATION'), ('Glenwood Canyon', 'LOCATION'), ('Bair Ranch', 'LOCATION'), ('CDOT', 'ORGANIZATION'), ('Eagle County Emergency Management', 'ORGANIZATION'), ('Vail Daily', 'ORGANIZATION'), ('Glenwood', 'LOCATION'), ('Lookout Mountain', 'LOCATION'), ('Clinetop Mesa', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Sherry Caloia', 'PERSON'), ('Eagle Counties', 'LOCATION'), ('Colorado', 'LOCATION'), ('Delta-Montrose-Gunnison', 'LOCATION'), ('Cottonwood Pass Road', 'LOCATION'), ('Eagle', 'LOCATION'), ('Glenwood Springs', 'LOCATION'), ('Grizzly Creek Fire', 'ORGANIZATION'), ('Cottonwood Pass', 'LOCATION'), ('Garfield', 'PERSON'), ('Shoshone', 'LOCATION'), ('Grizzly Creek', 'LOCATION'), ('Facebook', 'ORGANIZATION'), ('Roaring Fork River', 'LOCATION'), ('El CDOT', 'ORGANIZATION'), ('Colorado Department of Transportation', 'ORGANIZATION'), ('Coulter Creek', 'ORGANIZATION'), ('Glenwood Canyon Contact Information', 'ORGANIZATION'), ('Glenwood Springs Community Center', 'LOCATION'), ('Facebook Live', 'ORGANIZATION'), ('Aspen', 'LOCATION'), ('Grizzly Creek Fire', 'LOCATION'), ('Garfield', 'LOCATION'), ('Coffee Pot Road', 'LOCATION'), ('Upper Colorado Interagency Fire Management', 'ORGANIZATION'), ('Colorado Highway 82', 'LOCATION'), ('Cottonwood', 'LOCATION'), ('Birch Barron', 'PERSON'), ('Espanol I-70 Glenwood Canyon', 'ORGANIZATION'), ('Eagle', 'ORGANIZATION'), ('Cascade Creek Road', 'LOCATION')"
Grizzly_Creek_Fire_update_Control_lines_held__Post_Independent_Glenwood_Springs_CO___September_1_2020.txt,"('Nathan', 'PERSON'), ('Alaska IMT Operations Section', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Bair Ranch', 'PERSON'), ('Po', 'LOCATION'), ('Grizzly Creek', 'LOCATION'), ('BLM', 'ORGANIZATION'), ('Red Canyon', 'ORGANIZATION'), ('Eagle', 'LOCATION'), ('Coffee Pot Road', 'LOCATION'), ('Norm McDonald', 'PERSON'), ('White River NF', 'LOCATION'), ('Grizzly Creek Fire', 'ORGANIZATION'), ('Karen Scholl', 'PERSON'), ('Heinert', 'PERSON'), ('White River National Forest', 'LOCATION')"
Grizzly_Creek_Fire_update_Investigators_determine__Eagle_Valley_Enterprise_CO___September_1_2020.txt,"('Alaska Incident Management Team', 'ORGANIZATION'), ('U.S Forest Service', 'ORGANIZATION'), ('U.S. Forest Service Grizzly Creek Fire', 'ORGANIZATION'), ('BLM', 'ORGANIZATION'), ('Glenwood Canyon', 'LOCATION'), ('CDOT', 'ORGANIZATION'), ('Green Lake', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Christine Fire', 'PERSON'), ('Chris Moore', 'PERSON'), ('Alaska', 'LOCATION'), ('Poole', 'PERSON'), ('John Glover', 'PERSON'), ('Glenwood Springs', 'LOCATION'), ('Matt Yamashita', 'PERSON'), ('Lisa Stoeffler', 'PERSON'), ('White River National Forest', 'LOCATION'), ('Grizzly Creek', 'LOCATION'), ('Colorado Parks and Wildlife', 'ORGANIZATION'), ('Colorado Department of Transportation', 'ORGANIZATION'), ('Norm McDonald', 'PERSON'), ('McDonald', 'ORGANIZATION'), ('Yamashita', 'PERSON'), ('Eagle Valle', 'ORGANIZATION'), ('Stoeffler', 'PERSON'), ('Name Creek', 'LOCATION'), ('Don Poole', 'PERSON'), ('Coffee Pot Road', 'LOCATION'), ('Mother Nature', 'PERSON')"
GRIZZLY_CREEK_FIRE_UPDATE_Lack_of_wind_on_Sunday__Vail_Daily_CO___August_17_2020.txt,"('Vail Daily ( CO', 'ORGANIZATION'), ('Hanging Lake', 'LOCATION'), ('Glenwood Canyon', 'LOCATION'), ('Maddie Vincent', 'PERSON'), ('Jeff Surber', 'PERSON'), ('Vail Daily', 'ORGANIZATION'), ('Garfield County', 'LOCATION'), ('Glenwood', 'LOCATION'), ('William Basye', 'PERSON'), ('Colorado', 'LOCATION'), ('Pitkin county', 'LOCATION'), ('Glenwood Springs', 'LOCATION'), ('Aspen Times', 'ORGANIZATION'), ('Great Basin National Incident Management Team', 'ORGANIZATION'), ('Grizzly Creek Fire', 'ORGANIZATION'), ('White River National Forest', 'LOCATION'), ('Garfield', 'PERSON'), ('Fitzwilliams', 'PERSON'), ('Eagle County', 'LOCATION'), ('Adell', 'PERSON'), ('Scott Fitzwilliams', 'PERSON'), ('Colorado Department of Transportation', 'ORGANIZATION'), ('Colorado State Patrol', 'ORGANIZATION'), ('James van Beek', 'PERSON'), ('Mi Salud', 'LOCATION'), ('Coffee Pot Road', 'LOCATION'), ('Western Slope', 'LOCATION'), ('Marty Adell', 'PERSON'), ('Surber', 'PERSON'), ('Eagle', 'ORGANIZATION'), ('Mi Charco Facebook', 'ORGANIZATION')"
Grizzly_Fire_stays_put_during_Monday_night_rains__Aspen_Times_The_CO___September_2_2020.txt,"('Mo', 'PERSON'), ('Glenwood Canyon', 'LOCATION'), ('Karen Scholl', 'PERSON'), ('Interstate 70', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('No Name Creek', 'LOCATION'), ('Alaska', 'LOCATION'), ('Alaska Type', 'ORGANIZATION'), ('Aspen Times', 'ORGANIZATION'), ('Glenwood Springs', 'LOCATION'), ('Nathan Heinert', 'PERSON'), ('Grizzly Creek', 'LOCATION'), ('Facebook', 'ORGANIZATION'), ('Norm McDonald', 'PERSON'), ('Heinert', 'PERSON'), ('Alaska IMT Operations Section', 'ORGANIZATION'), ('Bair Ranch', 'PERSON'), ('Coffee Pot Road', 'LOCATION'), ('Red Canyon', 'ORGANIZATION')"
Grizzly_Lake_Fire_crews_made_headway_over_weekend__Aspen_Times_The_CO___August_24_2020.txt,"('Bear Creek', 'LOCATION'), ('Hanging Lake', 'LOCATION'), ('Lower Colorado River Road', 'LOCATION'), ('Glenwood Canyon', 'LOCATION'), ('Brian Scott', 'PERSON'), ('Bair Ranch', 'LOCATION'), ('CDOT', 'ORGANIZATION'), (""Eagle County Sheriff 's Office"", 'ORGANIZATION'), ('Xcel Energy', 'ORGANIZATION'), ('James Van Beek', 'PERSON'), ('Glenwood Springs', 'LOCATION'), ('Cottonwood Pass', 'LOCATION'), ('Mike Goolsby', 'PERSON'), ('Fitzwilliams', 'PERSON'), ('Elise Thatcher', 'PERSON'), ('Scott Fitzwilliams', 'PERSON'), ('Colorado Department of Transportation', 'ORGANIZATION'), ('Suber', 'PERSON'), ('Sweetwater Road', 'LOCATION'), ('CDOT Region', 'ORGANIZATION'), ('Jeff Suber', 'PERSON'), ('Spruce Ridge', 'LOCATION')"
Growing spotlight on environmental justice focuses on Colora.txt,"('Tafoya', 'PERSON'), ('Jackson', 'PERSON'), ('Midwest', 'LOCATION'), ('U.S. Environmental Protection Agency', 'ORGANIZATION'), ('Elyria-Swansea', 'LOCATION'), ('PUC', 'ORGANIZATION'), ('Denver', 'LOCATION'), ('EJSCREEN', 'LOCATION'), ('EPA', 'ORGANIZATION'), ('Aurora', 'LOCATION'), ('Xcel Energy-Colorado', 'ORGANIZATION'), ('Xcel Energy-Colorado', 'PERSON'), ('Elyria', 'LOCATION'), ('Alice Jackson', 'PERSON'), ('Colorado', 'LOCATION'), ('Xcel Energy', 'ORGANIZATION'), ('Colorado Public Utilities Commission', 'ORGANIZATION'), ('Ean Tafoya', 'PERSON'), ('Swansea', 'LOCATION'), ('Boulder County', 'LOCATION'), ('Ren-Caspar Smith', 'PERSON'), ('Colorado Air Quality Control Commission', 'ORGANIZATION'), ('Environmental Justice Coalition on Black Hills Energy', 'ORGANIZATION'), ('Brush News Tribune', 'ORGANIZATION'), ('Ne ws Bank , Inc', 'ORGANIZATION'), ('Dominique Jackson', 'PERSON'), ('Brus h Ne ws Tribune', 'ORGANIZATION'), ('Comanche', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Sierra Club', 'ORGANIZATION'), ('Senate', 'ORGANIZATION'), ('Judith Kohler', 'PERSON'), ('Bill', 'PERSON'), ('Smith', 'PERSON'), ('Colorado General Assembly', 'ORGANIZATION'), ('Colorado Department of Public Health and Environment', 'ORGANIZATION'), ('Pueblo', 'LOCATION'), ('Colorado Hometown Newspapers', 'ORGANIZATION'), ('Xcel', 'ORGANIZATION'), ('Denver Post', 'ORGANIZATION')"
Hanging_Lake_appears_to_have_been_spared_as_fire__Aspen_Times_The_CO___August_15_2020.txt,"('Fitzwilliams', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('Facebook', 'ORGANIZATION'), ('Scott Fitzwilliams', 'PERSON'), ('Hanging Lake', 'LOCATION'), ('Glenwood Canyon', 'LOCATION'), ('Brian Scott', 'PERSON'), ('Glenwood Springs', 'LOCATION'), ('Aspen Times', 'ORGANIZATION'), ('Grizzly Creek Fire', 'ORGANIZATION'), ('Scott', 'PERSON'), ('White River National Forest', 'LOCATION')"
Health_issues_as_wildfire_smoke_hits_millions_in__Associated_Press_State_Wire_Colorado_CO___October_15_2020.txt,"('Johnson', 'PERSON'), ('Stanford University', 'ORGANIZATION'), ('Erin Landguth', 'PERSON'), ('Harvard', 'ORGANIZATION'), ('AP', 'ORGANIZATION'), ('Shawn Urbanski', 'PERSON'), ('Associated Press', 'ORGANIZATION'), ('West', 'LOCATION'), ('U.S. Environmental Protection Agency', 'ORGANIZATION'), ('Washington', 'LOCATION'), ('Northern Rockies', 'ORGANIZATION'), ('Calif.', 'LOCATION'), ('Paradise', 'LOCATION'), ('Colorado State University', 'ORGANIZATION'), ('Barb T', 'PERSON'), ('U.S. Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('CAMILLE FASSETT', 'PERSON'), ('Northern California', 'LOCATION'), ('West Coast', 'LOCATION'), ('Salem', 'LOCATION'), ('Montana', 'LOCATION'), ('California', 'LOCATION'), ('San Francisco', 'LOCATION'), ('Jeffrey Pierce', 'PERSON'), ('Portland', 'LOCATION'), ('U.S. West Coast', 'LOCATION'), ('Oregon', 'LOCATION'), ('University of Montana', 'ORGANIZATION'), ('Willamette Valley', 'LOCATION'), ('Brown', 'PERSON'), ('MATTHEW BROWN', 'PERSON'), ('University of Washington', 'ORGANIZATION'), ('Idaho', 'LOCATION'), ('Loretta Mickley', 'PERSON'), ('Martin Johnson', 'PERSON'), ('Marion county', 'LOCATION')"
Heat_wind_leads_to_next_stage_fire_restrictions__Aspen_Times_The_CO___August_12_2020.txt,"('Bureau of Land Management', 'ORGANIZATION'), ('Basalt State Wildlife Area', 'LOCATION'), ('Aspen Police', 'ORGANIZATION'), ('Eagle County', 'LOCATION'), (""Pitkin County Sheriff 's Office"", 'ORGANIZATION'), ('Valerie MacDonald', 'PERSON'), ('Parker Lathrop', 'PERSON'), ('Aspen', 'LOCATION'), ('Colorado Parks and Wildlife', 'ORGANIZATION'), ('Joe DiSalvo', 'PERSON'), ('Pitkin County', 'LOCATION'), ('Lake Christine Fire', 'LOCATION'), ('National Weather Service', 'ORGANIZATION'), ('MacDonald', 'PERSON'), ('Aspen Fire Department', 'ORGANIZATION'), ('Alex Burchetta', 'PERSON'), ('White River National Forest', 'LOCATION'), ('Burchetta', 'PERSON')"
Here is whats in the now54 billion transportation bill debat.txt,"('Bill', 'PERSON'), ('Jon Murray', 'PERSON'), ('Colorado', 'LOCATION'), ('TABOR', 'PERSON'), ('Colorado Department of Transportation', 'ORGANIZATION'), ('Front Range', 'ORGANIZATION'), ('Denver', 'LOCATION'), ('CDOT', 'ORGANIZATION'), ('Boulder County', 'LOCATION'), ('Colorado Hometown Newspapers', 'ORGANIZATION'), ('House', 'ORGANIZATION'), ('Denver Post', 'ORGANIZATION'), ('Senate', 'ORGANIZATION')"
Her_dad_was_a_Park_Service_chief_ranger._My_dad__Pueblo_Chieftain_The_CO___September_13_2020__pB3.txt,"('Forest Service', 'ORGANIZATION'), ('Chie', 'PERSON'), ('Dad', 'PERSON'), ('Park Service', 'ORGANIZATION'), ('United States Forest Service', 'ORGANIZATION'), ('Portland Oregonian', 'ORGANIZATION')"
Hickenlooper_and_Bennet_seek_assistance_for__Durango_Herald_The_CO___March_12_2021.txt,"('U.S.', 'LOCATION'), ('USDA', 'ORGANIZATION'), ('West', 'LOCATION'), ('Herald', 'ORGANIZATION'), ('Grace George', 'PERSON'), ('Washington', 'LOCATION'), ('John Hickenlooper', 'PERSON'), ('Thomas Vilsack', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Durango Herald', 'ORGANIZATION'), ('Michael Bennet', 'PERSON'), ('Cameron Peak Fire', 'ORGANIZATION'), ('Senate Agriculture , Nutrition and Forestry Committee', 'ORGANIZATION'), ('Georg', 'PERSON'), ('Congress', 'ORGANIZATION'), ('American University', 'ORGANIZATION'), ('Cortez', 'LOCATION'), ('Hicke', 'PERSON'), ('Department of Agriculture', 'ORGANIZATION'), ('Vilsack', 'PERSON'), ('Hickenlooper', 'PERSON'), ('Journal', 'ORGANIZATION'), ('D.C.', 'LOCATION'), ('Natural Resource Conservation Service', 'ORGANIZATION'), ('National Forest Service', 'ORGANIZATION'), ('Bennet', 'PERSON'), ('Durang', 'PERSON')"
High Country Conservation Center highlights climate action p.txt,"('Hoover', 'PERSON'), ('Deepan Dutta', 'PERSON'), ('Frisco', 'LOCATION'), ('Summit County', 'LOCATION'), ('Colorado River', 'LOCATION'), ('Co', 'ORGANIZATION'), ('Scott Denning', 'PERSON'), ('Board of County Commissioners', 'ORGANIZATION'), ('Energy Smart Colorado', 'ORGANIZATION'), ('Jen Schenk', 'PERSON'), ('Resource Wise', 'ORGANIZATION'), ('Colorado Mo', 'ORGANIZATION'), ('Summit County Resource Allocation Park', 'LOCATION'), ('Jess Hoover', 'PERSON'), ('Schenk', 'PERSON'), ('FRISCO', 'LOCATION'), ('Silverthorne', 'PERSON'), ('Dillon', 'PERSON'), ('Breckenridge', 'LOCATION'), ('Brad Udall', 'PERSON')"
High_Country_could_face_another_dry_summer__Summit_Daily_News_CO___April_28_2021.txt,"('Johnson', 'PERSON'), ('Cada', 'PERSON'), ('Front Country Rangers', 'ORGANIZATION'), ('Joel Lisonbee', 'PERSON'), ('Eagle River Fire Protection District', 'ORGANIZATION'), ('Western Colorado', 'LOCATION'), ('National Oceanic and Atmospheric Administration', 'ORGANIZATION'), ('Continental', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Holly Loff', 'PERSON'), ('Colorado', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('National Integrated Drought Information System', 'ORGANIZATION'), ('Eagle River Water & Sanitation District Communications', 'ORGANIZATION'), ('Paul Cada', 'PERSON'), ('LeClair', 'PERSON'), ('Eagle River Watershed Council', 'ORGANIZATION'), ('Diane Johnson', 'PERSON'), ('Vail', 'LOCATION'), ('VailDaily.com', 'ORGANIZATION'), ('Veldhuis', 'PERSON'), ('Vail Fire Department', 'ORGANIZATION'), ('High Co', 'ORGANIZATION'), ('Scott N. Miller Vail Daily EAGLE', 'ORGANIZATION'), ('Eagle Holy Cross', 'ORGANIZATION'), ('Leanne Veldhuis', 'PERSON')"
High_country_HIGH_RISKS_The_fire_danger_is_real__Denver_Post_The_CO___May_16_2021__p4D.txt,"('Carole Walker', 'PERSON'), ('Mike Morgan', 'PERSON'), ('Rocky Mountain Area Coordination Center', 'ORGANIZATION'), (""Health of Colorado 's Forest"", 'ORGANIZATION'), ('Walker', 'PERSON'), ('Lester', 'PERSON'), ('Colorado', 'LOCATION'), ('Hayman', 'PERSON'), ('Boulder County', 'LOCATION'), ('Peterson', 'PERSON'), ('Eagle County', 'LOCATION'), ('Colorado Fire Commission', 'ORGANIZATION'), ('Josh Peterson', 'PERSON'), ('Colorado Division of Fire Prevention and Control', 'ORGANIZATION'), ('Rocky Mountain Insurance Association', 'ORGANIZATION'), ('Vanguard Homes and Viceroy Development', 'ORGANIZATION'), ('Mike Lester', 'PERSON'), ('Colorado Springs', 'LOCATION'), ('Wildfire Partners', 'ORGANIZATION'), ('Colorado Association of Realtors', 'ORGANIZATION')"
Hollis Walker to speak to Rotary Club of Durango.txt,"('Rotary Club', 'ORGANIZATION'), ('Grand Junction', 'LOCATION'), ('Scott Condon', 'PERSON'), ('Cameron Peak', 'PERSON'), ('Ash', 'PERSON'), ('U.S.', 'LOCATION'), ('Santa', 'LOCATION'), ('Cameron', 'PERSON'), ('Glenwood Canyon', 'LOCATION'), ('West', 'LOCATION'), ('Herald', 'ORGANIZATION'), ('Buthe', 'PERSON'), ('Walker', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('Lake Christine Fire', 'ORGANIZATION'), ('Continental', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Durango Herald', 'ORGANIZATION'), ('Rockies', 'LOCATION'), ('Engelmann', 'PERSON'), ('Philip Higuera', 'PERSON'), ('Steve Hunter', 'PERSON'), ('Kremmling', 'LOCATION'), ('Glenwood Springs', 'LOCATION'), ('Bruce Rodman', 'PERSON'), ('California', 'LOCATION'), ('Aspen Times', 'ORGANIZATION'), ('Grand Lake', 'LOCATION'), ('Albuquerque Journal', 'ORGANIZATION'), ('Cameron Peak Fire', 'ORGANIZATION'), ('White River National Forest', 'LOCATION'), ('Doing Business Better (', 'ORGANIZATION'), ('Granby', 'LOCATION'), ('Colorado Mo', 'ORGANIZATION'), ('Pine Gulch Fire139,007 acres Co', 'ORGANIZATION'), ('University of Montana', 'ORGANIZATION'), ('Colorado Department of Transportation', 'ORGANIZATION'), ('Red Feather Lakes', 'LOCATION'), ('Wall Street Journal', 'ORGANIZATION'), ('Higuera', 'PERSON'), ('Durango', 'LOCATION'), ('CO', 'LOCATION'), ('West Slope', 'LOCATION'), ('Magazine', 'PERSON'), ('Roaring Fork Valley', 'LOCATION'), ('Journal', 'ORGANIZATION'), ('Hayman Creek Fire', 'ORGANIZATION'), ('Aspen Times Weekly Section', 'ORGANIZATION'), ('Aspen', 'LOCATION'), ('Hollis Walker', 'PERSON'), ('Hanging Lake Trail', 'LOCATION'), ('Walden', 'LOCATION'), ('Durang', 'PERSON'), ('Mother Nature', 'PERSON'), ('Rocky Mountain National Park', 'LOCATION')"
Holy Cross Energy adopts more aggressive clean energy goal.txt,"('National Renewable Energy Lab', 'ORGANIZATION'), ('Woody Creek', 'LOCATION'), ('Scott Condon', 'PERSON'), ('Bryan Hannegan', 'PERSON'), ('Link Holy Cross Energy', 'ORGANIZATION'), ('Joe Biden', 'PERSON'), ('Colorado', 'LOCATION'), ('Holy Cross Energy', 'ORGANIZATION'), ('Hannegan', 'PERSON'), ('Holy Cross', 'ORGANIZATION'), ('Aspen Times', 'ORGANIZATION'), ('Dave Munk', 'PERSON'), ('Munk', 'PERSON'), ('Glenwood Springs', 'LOCATION'), ('Lovins', 'PERSON'), ('Jared Polis', 'PERSON'), ('Amory Lovins', 'PERSON'), ('Aspen Skiing Co.', 'ORGANIZATION'), ('Golden', 'LOCATION'), ('Colorado Mo', 'ORGANIZATION'), ('Spring Valley', 'LOCATION'), ('Polis', 'PERSON'), ('HCE', 'ORGANIZATION'), ('aspentimes.com Co', 'ORGANIZATION'), ('Colorado Mountain College', 'ORGANIZATION'), ('Roaring Fork Valley', 'LOCATION'), ('Rocky Mountain Institute', 'ORGANIZATION'), ('Auden Schendler', 'PERSON'), ('Pueblo', 'LOCATION'), ('Schendler', 'PERSON')"
Hotter than ever August was the warmest driest month in west.txt,"('Grand Junction', 'LOCATION'), ('Northern Institute of Applied Climate Science', 'ORGANIZATION'), ('Colorado Climate Center', 'ORGANIZATION'), ('Midwest', 'LOCATION'), ('Ste', 'PERSON'), ('Atmos Energy', 'ORGANIZATION'), ('Derek Maiolo', 'PERSON'), ('Yampa Valley Electric Association', 'ORGANIZATION'), ('White River', 'LOCATION'), ('Lotus Engineering and Sustainability , LLC.', 'ORGANIZATION'), ('National Oceanic and Atmospheric Association', 'ORGANIZATION'), ('Co', 'ORGANIZATION'), ('Colorado State University', 'ORGANIZATION'), ('northern mountains', 'LOCATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Adonna Allen', 'PERSON'), ('Alterra Mountain Co.', 'ORGANIZATION'), ('Sarah Jones', 'PERSON'), ('Steamboat Springs', 'LOCATION'), ('University of New Hampshire', 'ORGANIZATION'), ('Yampa River', 'LOCATION'), ('Russ Schumacher', 'PERSON'), ('Peterson', 'PERSON'), ('Jones', 'PERSON'), ('Steamboat Ski & Resort Corp.', 'ORGANIZATION'), ('Yampa', 'LOCATION'), ('Environmental Protection Agency', 'ORGANIZATION'), ('Allen', 'PERSON'), ('Colorado Mo', 'ORGANIZATION'), ('Schumacher', 'PERSON'), ('Middle Fork Fire', 'LOCATION'), ('Yampa Basin', 'LOCATION'), ('Steamboat', 'LOCATION'), ('Steamboat Resort', 'LOCATION'), ('Ski Corp.', 'ORGANIZATION'), ('North Routt', 'LOCATION'), ('Yampa River Basin', 'LOCATION'), ('Routt County', 'LOCATION'), ('Courtney Peterson', 'PERSON'), ('Yampa Basin Rendezvous', 'ORGANIZATION'), ('Yampa Valley', 'LOCATION'), ('Colorado Department of Public Health and Environment', 'ORGANIZATION'), ('Yampa Valley Sustainability Council', 'ORGANIZATION')"
Hot_dry_conditions_produce_another_active__Aspen_Times_The_CO___April_9_2021.txt,"('Grand County', 'LOCATION'), ('Mike Morgan', 'PERSON'), ('Grand Junction', 'LOCATION'), (""National Interagency Fire Center 's Predictive Services"", 'ORGANIZATION'), ('Glenwood Canyon', 'LOCATION'), ('Aspen Fire Department', 'ORGANIZATION'), ('Lake Christine Fire', 'ORGANIZATION'), ('McLain Flats Road', 'LOCATION'), ('Colorado', 'LOCATION'), ('Missouri Heights', 'LOCATION'), ('MacDonald', 'PERSON'), ('Jared Polis', 'PERSON'), ('Bureau of Land Management', 'ORGANIZATION'), ('Colorado Legislature', 'ORGANIZATION'), ('Roaring Fork Fire Rescue', 'ORGANIZATION'), ('Valerie MacDonald', 'PERSON'), ('Eagle County', 'LOCATION'), ('Independence Pass', 'LOCATION'), ('Pitkin County', 'LOCATION'), ('Pitkin County Public Safety Council', 'ORGANIZATION'), ('Colorado Division of Fire Prevention and Control', 'ORGANIZATION'), ('Scott', 'PERSON'), ('Roaring Fork Valley', 'LOCATION'), ('Grizzly Creek Fire', 'LOCATION'), ('Aspen', 'LOCATION'), ('Morgan', 'ORGANIZATION'), ('Morgan', 'PERSON'), ('Pitkin County Emergency Management', 'ORGANIZATION'), ('El Jebel', 'PERSON')"
Houses_must_be_built_to_withstand_wildfire___Tribune_The_Gleneagle_Black_Forest_CO___October_14_2020.txt,"('JACK COHEN', 'PERSON'), ('Black Forest', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Berry Creek', 'LOCATION'), ('Steve Pyne', 'PERSON'), ('Jack Cohen', 'PERSON'), ('STEPHEN PYNE', 'PERSON'), ('Tribune', 'ORGANIZATION'), ('Cloquet', 'LOCATION'), ('Minnesota', 'LOCATION'), ('Calif.', 'LOCATION'), ('San Francisco', 'LOCATION'), ('HERZ', 'ORGANIZATION'), ('America', 'LOCATION')"
How three subdivisions came to embrace wildfire mitigation S.txt,"('Jon Caldara', 'PERSON'), ('Elk Stream Ranch', 'ORGANIZATION'), ('Southwest Colorado', 'LOCATION'), ('La Plata', 'LOCATION'), ('U.S.', 'LOCATION'), ('Arizona', 'LOCATION'), ('Denver', 'LOCATION'), ('Charlie Landsman', 'PERSON'), ('Shannon Mullane', 'PERSON'), ('Rafter', 'PERSON'), ('Montezuma', 'LOCATION'), ('Durang', 'PERSON'), ('Rafter J', 'PERSON'), ('Falls Creek Ranch', 'LOCATION'), ('Church', 'ORGANIZATION'), ('Phil Weiser', 'PERSON'), ('Lightner Creek Fire', 'ORGANIZATION'), ('Davies', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Gertine', 'PERSON'), ('Durango Herald', 'ORGANIZATION'), ('Nathaniel J. Gilmore', 'PERSON'), ('Weiser', 'PERSON'), ('La Plata County', 'LOCATION'), ('III Colorado Springs Observations', 'ORGANIZATION'), ('Missionary Ridge', 'LOCATION'), ('City Council', 'ORGANIZATION'), ('Colorado Springs Questioning', 'LOCATION'), ('Paulette Church', 'PERSON'), ('Lou Fontana', 'PERSON'), ('Ridge Road', 'LOCATION'), ('Elk Stream Ranch', 'LOCATION'), ('Caldara', 'PERSON'), ('Bureau of Land Management', 'ORGANIZATION'), ('Falls Creek', 'ORGANIZATION'), ('Israel', 'LOCATION'), ('Waldo Canyon', 'LOCATION'), ('Horst Richardson Colorado Springs Resolutions', 'ORGANIZATION'), ('Rafter J Association', 'ORGANIZATION'), ('Susan Davies', 'PERSON'), ('Landsman', 'PERSON'), ('Durango Fire Protection District', 'ORGANIZATION'), ('Durango', 'LOCATION'), ('Garden', 'LOCATION'), ('Space Force', 'ORGANIZATION'), ('Wildfire Adapted Partnership', 'ORGANIZATION'), ('El Paso County', 'LOCATION'), ('Trinadad', 'LOCATION'), ('Trish Beyer Colorado Springs Co', 'ORGANIZATION'), ('Colorado Springs', 'LOCATION'), ('East Germany', 'LOCATION'), ('Falls Creek', 'LOCATION'), ('United States', 'LOCATION'), ('Fontana', 'PERSON'), ('Ganje-Boone', 'PERSON')"
