fire Name,NER Name Extracted
Animas City Mountain Prescribed Burn,"('BLM', 'ORGANIZATION'), ('Environmental Assessment', 'ORGANIZATION'), ('La Plata County', 'LOCATION'), ('Durango', 'LOCATION'), ('Colorado', 'LOCATION'), ('Bureau of Land Management Tres Rios Field Office', 'ORGANIZATION'), ('Colorado Department of Public Health and Environment Air Quality', 'ORGANIZATION'), ('Animas City Mountain', 'LOCATION')"
Shale Creek,"('Hams Fork River', 'LOCATION'), ('Bridger-Teton National Forest', 'ORGANIZATION')"
Dixie Fire (CA),"('Shasta', 'PERSON'), ('Lassen National Forest', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Plumas', 'LOCATION'), ('Lassen Volcanic National Park', 'LOCATION'), ('Lassen', 'PERSON'), ('Information Resources Daily Updates', 'ORGANIZATION'), ('Lassen National Forest Facebook', 'ORGANIZATION'), ('Plumas National Forest Facebook', 'ORGANIZATION'), ('Plumas National Forest', 'ORGANIZATION'), ('Tehama', 'LOCATION'), ('Dixie Fire East Zone', 'ORGANIZATION')"
Black Mountain,"('Skinner Lake', 'LOCATION'), ('Southern Area Blue Type', 'ORGANIZATION'), ('Mark Morales', 'PERSON'), ('Dillon', 'PERSON'), ('MT', 'LOCATION'), ('Jackson', 'LOCATION'), ('Dillon Interagency Dispatch Center', 'ORGANIZATION'), ('Skinner Meadows', 'PERSON')"
Nez Perce-Clearwater Lightning Fires,"('Idaho Department of Lands', 'ORGANIZATION'), ('Clearwater-Potlatch Timber Protective Association', 'ORGANIZATION'), ('Nez Perce Tribe', 'ORGANIZATION'), ('PageForest Facebook', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Nez Perce-Clearwater', 'LOCATION'), ('Idaho', 'LOCATION'), ('U.S. Forest Service', 'ORGANIZATION')"
Lava Post-Fire BAER,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
Goat Fire,"('Pintler Ranger District', 'LOCATION'), ('Flint Creek Mountains', 'LOCATION')"
McDougal Fire,"('McDougal', 'PERSON')"
South Yaak,"('Montana', 'LOCATION'), ('Kootenai National Forest Facebook', 'ORGANIZATION'), ('Kootenai National Forest', 'ORGANIZATION'), ('USDA Forest Service Three Rivers Ranger District', 'ORGANIZATION'), ('South Yaak', 'LOCATION'), ('Iniciweb', 'LOCATION')"
Salt Post-Fire BAER,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
Ruby,"('Northwest of Troy', 'ORGANIZATION'), ('Montana', 'LOCATION')"
Tennant Post-Fire BAER,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
2021 Payette Wilderness Fires,"('University of Idaho', 'ORGANIZATION'), ('Club Fire', 'LOCATION'), ('Cabin Creek Airstrip', 'LOCATION'), ('Taylor Ranch', 'LOCATION'), ('Cabin Creek Ranch', 'LOCATION'), ('West', 'LOCATION'), ('Frank Church River', 'LOCATION'), ('South', 'LOCATION'), ('Cabin Creek', 'LOCATION'), ('Payette National Forest', 'ORGANIZATION'), ('Cold Meadows Guard Station', 'ORGANIZATION'), ('Rush Creek', 'PERSON')"
Hoover,"('Yosemite National Park', 'LOCATION')"
Christensen Fire ,"('Beaverhead-Deerlodge National Forest', 'LOCATION'), ('Montana', 'LOCATION'), ('Jay Winfield', 'PERSON'), ('Northern Rockies Incident Management Team', 'ORGANIZATION'), ('Christensen Fire', 'ORGANIZATION'), ('West of Wise River', 'LOCATION')"
Peak Fire,"('Havilah', 'LOCATION'), ('Walker Basin', 'LOCATION'), ('Kern River Valley', 'LOCATION'), ('Lake Isabella', 'LOCATION')"
Club Fire,"('Frank Church River', 'LOCATION'), ('Cabin Creek', 'LOCATION'), ('Cold Meadows Guard Station', 'ORGANIZATION'), ('Rush Creek', 'PERSON'), ('Payette National Forest.The', 'ORGANIZATION')"
Wegner,"('Yosemite National Park', 'LOCATION'), ('Tioga Road', 'LOCATION'), ('Yosemite Creek', 'LOCATION'), ('Wegner', 'PERSON')"
Tango Fire,"('Middle Fork Ranger District', 'LOCATION'), ('Frank Church River', 'LOCATION')"
Vinegar Fire,"('University of Idaho', 'ORGANIZATION'), ('Taylor Ranch', 'LOCATION'), ('Frank Church River', 'LOCATION'), ('Cabin Creek', 'LOCATION'), ('Payette National Forest', 'ORGANIZATION'), ('Rush Creek', 'PERSON')"
Rush Creek,"('Taylor Ranch', 'LOCATION'), ('Frank Church River', 'LOCATION'), ('Cabin Creek', 'LOCATION'), ('Payette National Forest', 'ORGANIZATION'), ('Lookout Mountain Ridge', 'LOCATION'), ('Rush Creek', 'PERSON')"
Summit Fire,"('Mokelumne Wilderness', 'LOCATION'), ('Eldorado National Forest', 'ORGANIZATION'), ('Sierra Nevada', 'LOCATION')"
Hay Creek,
Sherwood,"('Wellpinit', 'LOCATION'), ('WA', 'LOCATION'), ('NE Washington Team', 'ORGANIZATION'), ('NW Incident Management Team', 'ORGANIZATION'), ('Wilkinson', 'LOCATION'), ('Cottonwood', 'LOCATION')"
Silliman,"('Silliman Peak', 'LOCATION'), ('Silliman', 'PERSON'), ('Kings Canyon National Park', 'LOCATION')"
Slough Grass,"('Slough Grass Fire', 'ORGANIZATION'), ('Colstrip', 'LOCATION'), ('DNRC', 'ORGANIZATION')"
Fly,"('East Zone', 'LOCATION'), ('California Interagency Incident Managment Team', 'ORGANIZATION')"
Steptoe Canyon,"('SE Washington Interagency Incident Management Team', 'ORGANIZATION'), ('Washington', 'LOCATION'), ('Steptoe Canyon Fire', 'ORGANIZATION'), ('Steptoe Canyon Road', 'LOCATION'), ('Walter Escobar', 'PERSON'), ('Wawawai', 'LOCATION'), ('Steptoe Canyon Roads', 'ORGANIZATION')"
Northrup,"('Electric City', 'ORGANIZATION'), ('Coulee City', 'LOCATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Grant County', 'LOCATION'), ('Lincoln County', 'LOCATION'), ('Northrup Canyon Road', 'LOCATION')"
Harris Mountain,"('Lewis', 'LOCATION'), ('Northern Rockies', 'ORGANIZATION'), ('Clark County', 'LOCATION'), (""Cascade County Sheriff 's Office"", 'ORGANIZATION'), ('Montana Department of Natural Resources', 'ORGANIZATION'), ('Cascade', 'LOCATION')"
Spruce Canyon,"('IMT Team', 'ORGANIZATION'), ('DNR', 'ORGANIZATION'), ('Stevens County Sheriff ’ s Office', 'ORGANIZATION'), ('Little Pend Oreille Wildlife Refuge', 'LOCATION'), ('Washington', 'LOCATION'), ('Northeast Washington Interagency Type', 'ORGANIZATION'), ('Colville', 'LOCATION')"
Larkins Complex,"('Larkins Fire Complex', 'ORGANIZATION'), ('Mallard Larkins Recommended Wilderness', 'LOCATION'), ('Little North Fork of the Clearwater', 'LOCATION'), ('St. Joe River Ranger', 'LOCATION'), ('Idaho Panhandle National Forests', 'ORGANIZATION')"
Nelson Creek Fire,"('Nelson Creek', 'LOCATION'), ('Southern Area Incident Management Gray Team', 'ORGANIZATION'), ('Northeast Washington Interagency Communications Center', 'ORGANIZATION'), ('Department of Natural Resources', 'ORGANIZATION')"
Storm Theatre Complex,"('Powell', 'PERSON'), ('Clearwater River', 'LOCATION'), ('Lolo National Forest', 'LOCATION'), ('Nez Perce-Clearwater', 'LOCATION'), ('Idaho', 'LOCATION'), ('Idaho Panhandle National Forest', 'LOCATION'), ('Bitterroot National Forest', 'LOCATION')"
Hardesty Valley Fire,"('Northeast Washington Interagency Communications Center', 'ORGANIZATION'), ('Southern Area Incident Management Gray Team', 'ORGANIZATION'), ('Department of Natural Resources', 'ORGANIZATION'), ('Hardesty Valley Fire', 'ORGANIZATION')"
Park Fire,"('Mountain Home State Demonstration Forest', 'LOCATION'), ('Facebook', 'ORGANIZATION'), ('Springville', 'LOCATION'), ('Bear Creek Road', 'LOCATION')"
Hazard Hill Fire,"('Northeast Washington Interagency Communications Center', 'ORGANIZATION'), ('Southern Area Incident Management Gray Team', 'ORGANIZATION'), ('Department of Natural Resources', 'ORGANIZATION'), ('Hazard Hill Fire', 'ORGANIZATION')"
Yosemite Creek,"('Yosemite National Park', 'LOCATION'), ('Tioga Road', 'LOCATION'), ('Yosemite Creek', 'LOCATION')"
Soda Lake,"('Big Piney District', 'LOCATION'), ('Bridger-Teton National Forest', 'LOCATION'), ('South Cottonwood Creek', 'LOCATION')"
Deer Creek 2 Fire,"('Campbell', 'LOCATION'), ('Johnson', 'PERSON'), ('Sheridan Counties', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Echeta Road', 'LOCATION')"
PF Fire,"('Hardin', 'LOCATION'), ('BIA Crow Agency', 'ORGANIZATION'), ('Dunmore', 'LOCATION'), ('Crow Agency', 'ORGANIZATION'), ('Little Big Horn River', 'LOCATION'), ('Big Horn County', 'LOCATION'), ('Sarpy Road', 'LOCATION')"
Deer Fire,"('Boise Fire Restriction Area', 'ORGANIZATION'), ('Edna Creek', 'LOCATION'), ('Boise National Forest', 'ORGANIZATION'), ('Arrowrock Dam', 'LOCATION'), ('Cottonwood Guard Station', 'LOCATION'), ('Idaho', 'LOCATION'), ('Atlanta', 'LOCATION'), ('Arrowrock', 'LOCATION'), ('NFS', 'ORGANIZATION')"
Red Spur,"('Sequoia Kings Canyon National', 'ORGANIZATION'), ('Southwest of Junction Meadow', 'ORGANIZATION'), ('California', 'LOCATION')"
Sentinel,"('Cedar Grove', 'LOCATION'), ('Sequoia Kings Canyon National', 'ORGANIZATION'), ('Sentinel Ridge', 'LOCATION'), ('California', 'LOCATION')"
Evalyn,"('Sequoia Kings Canyon National', 'ORGANIZATION'), ('Evalyn Lake', 'LOCATION'), ('Evalyn Fire', 'ORGANIZATION'), ('California', 'LOCATION')"
Deer,"('Sequoia Kings Canyon National', 'ORGANIZATION'), ('California', 'LOCATION'), ('Mineral King Valley', 'LOCATION'), ('Deer Creek', 'LOCATION'), ('East Fork', 'LOCATION')"
Timber,"('Sequoia Kings Canyon National', 'ORGANIZATION'), ('Mineral King Valley', 'LOCATION'), ('California', 'LOCATION')"
Klamath NF Lightning July 2021  ,"('Long Gulch Lake', 'LOCATION'), ('Trinity Alps Wilderness', 'LOCATION'), ('Bally', 'ORGANIZATION'), ('Tennant', 'LOCATION'), ('China', 'LOCATION'), ('Shadow Creek Campground', 'LOCATION'), ('Grizzly Lake', 'LOCATION'), ('China Gulch Trailhead', 'LOCATION'), ('Kelly Fire Kelly Gulch', 'ORGANIZATION'), ('Creek', 'LOCATION'), ('Klamath National Forest', 'LOCATION'), ('Matthews Creek Campground', 'LOCATION'), ('Cow Ridge Trailhead', 'LOCATION'), ('Packers Fire On Packers Peak', 'ORGANIZATION'), ('Trail Creek Trailhead', 'LOCATION'), ('Oregon', 'LOCATION'), ('Snow Creek', 'LOCATION'), ('Orr Mountain Lookout', 'LOCATION'), ('Eddie Gulch', 'PERSON'), ('Klamath National Forest July Lightning Fires', 'ORGANIZATION'), ('SalmonScott River Ranger District', 'LOCATION'), ('Post Fire Scott Bar', 'ORGANIZATION'), ('Tennant', 'PERSON'), ('Lime Gulch', 'LOCATION'), ('Cronan Gulch', 'LOCATION'), ('Goosenest Ranger District', 'LOCATION'), ('Garden Gulch', 'LOCATION'), ('Jones Beach', 'LOCATION'), ('Taylor Creek Road', 'LOCATION'), ('Klamath National Forest Lightning', 'ORGANIZATION'), ('Salmon', 'LOCATION'), ('Graham', 'PERSON'), (""Siskiyou County Sheriff 's Office"", 'ORGANIZATION'), ('Sawyers Bar', 'ORGANIZATION'), ('Antelope Creek', 'LOCATION'), ('Campbell Lk', 'ORGANIZATION'), ('Campbell Fire Marble Mtn Wilderness', 'ORGANIZATION'), ('Eddie Gulch Lookout', 'ORGANIZATION'), ('Knoll District', 'LOCATION'), ('Island Fire Marble Mtn Wilderness', 'ORGANIZATION'), ('Northern California', 'LOCATION'), ('Sawyers Bar', 'LOCATION'), ('Lake of the Island', 'LOCATION')"
Red Apple BAER,"('BAER', 'ORGANIZATION'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION'), ('Central Washington', 'ORGANIZATION'), ('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'PERSON')"
Evans,
Pioneer Fire,"('Priest River', 'LOCATION')"
Pioneer Fire,"('Slippery Slope Trail', 'LOCATION'), ('Bodie Canyon', 'LOCATION'), ('Priest River', 'LOCATION'), ('Idaho', 'LOCATION'), ('Saddler Creek', 'LOCATION'), ('Idaho Department', 'LOCATION')"
Middle Fork Complex,"('Larison Cove', 'PERSON'), ('Pacific Northwest', 'LOCATION'), ('Packard', 'ORGANIZATION'), ('Canyon', 'LOCATION'), ('Willamette National Forest', 'LOCATION'), ('Lane County', 'LOCATION'), ('Westfir', 'LOCATION'), ('Devil', 'PERSON'), ('Knoll', 'ORGANIZATION'), ('Middle Fork Complex', 'LOCATION'), ('Willamette National Forest', 'ORGANIZATION'), ('Oakridge', 'LOCATION')"
McFarland Fire,"('Wildwood', 'LOCATION'), ('BAER', 'ORGANIZATION'), ('McFarland Ridge', 'LOCATION'), ('California', 'LOCATION')"
Tar,"('Tar Gap trail', 'LOCATION')"
Gatlin Gulch Fire,"('Gatlin Gulch Fire', 'ORGANIZATION')"
Monument Fire,"('Trinity Alps Wilderness', 'ORGANIZATION'), ('Trinity Alps Wilderness', 'LOCATION')"
Mather Complex,"('Yosemite National Park', 'LOCATION'), ('Crane Flat', 'LOCATION'), ('Tioga Road', 'LOCATION'), ('Mather District', 'LOCATION'), ('Yosemite Valley', 'LOCATION'), ('Park', 'LOCATION'), ('White Wolf Campground', 'LOCATION')"
Mono,"('Yosemite National Park', 'LOCATION'), ('Ostrander Lake', 'LOCATION')"
Boulder 2700 Fire ,"('Polson', 'LOCATION'), ('Organization', 'ORGANIZATION'), ('Flathead Lake', 'LOCATION'), ('MT', 'LOCATION'), ('Northern Rockies Team', 'ORGANIZATION'), ('Kootenai Tribes', 'ORGANIZATION'), ('Confederated Salish', 'ORGANIZATION'), ('Mission Mountains', 'LOCATION')"
Molybdenite,"('Sullivan Lake Ranger Station', 'LOCATION'), ('Kalispel Tribe', 'LOCATION')"
McCash Fire,"('Klamath National Forest', 'ORGANIZATION'), ('Happy Camp', 'ORGANIZATION'), ('Siskiyou County', 'LOCATION'), ('Klamath', 'LOCATION'), ('Somes Bar', 'ORGANIZATION'), ('McCash', 'PERSON')"
Rough Patch,"('Devils Knob Complex', 'ORGANIZATION'), ('Willamette National Forest', 'ORGANIZATION'), ('Umpqua Public Use Restriction – Level', 'ORGANIZATION'), ('Near Minky', 'PERSON'), ('Douglas Forest Protective Association Temporary Flight Restrictions', 'ORGANIZATION'), ('Northwest Incident Management Team', 'ORGANIZATION'), ('Willamette National Forests Closure Area BLM', 'ORGANIZATION'), ('IMT', 'ORGANIZATION'), ('Minky', 'PERSON'), ('Jack', 'PERSON'), ('Blue Team', 'ORGANIZATION'), ('Rough Patch Complex', 'ORGANIZATION'), ('Umpqua National Forest', 'ORGANIZATION'), ('Little Bend Creek', 'LOCATION'), ('BLM', 'ORGANIZATION'), ('Umpqua', 'LOCATION'), ('Northwest Team', 'ORGANIZATION'), ('Facebook', 'ORGANIZATION'), ('Umpqua National Forest Level III Industrial Fire Precaution Level', 'ORGANIZATION'), ('Great Basin Management Team', 'ORGANIZATION'), ('Buckhead', 'LOCATION'), ('Northern Rockies Team', 'ORGANIZATION')"
Crooks Fire,
River Complex 2021,"('Wildland Urban Interface', 'ORGANIZATION'), ('California Interagency Incident Management Team', 'ORGANIZATION'), ('Cornan', 'LOCATION'), ('Klamath NF', 'ORGANIZATION'), ('Klamath National Forest', 'ORGANIZATION'), ('CAL', 'LOCATION'), ('Trinity National Forest', 'ORGANIZATION'), ('California', 'LOCATION'), ('Trinity County OES', 'ORGANIZATION'), ('Trinity County Office of Emergency Services', 'ORGANIZATION'), ('Siskiyou County', 'LOCATION'), ('Federal Aviation Flight Restrictions Map Facebook', 'ORGANIZATION'), ('Cronan', 'PERSON'), ('Siskiyou County Office of Emergency Services', 'ORGANIZATION'), ('Trinity County SheriffProperty', 'ORGANIZATION')"
Tiltill,"('Yosemite National Park', 'LOCATION'), ('Tioga Road', 'LOCATION'), ('West', 'LOCATION'), ('Tiltill Valley', 'LOCATION')"
Skyline Ridge Complex,"('Oregon Department of Forestry IMT', 'ORGANIZATION'), (""Douglas County Sheriff 's Office"", 'ORGANIZATION'), ('Poole Creek Fire', 'ORGANIZATION'), ('South Umpqua River Corridor', 'LOCATION'), (""O'Shea Creek"", 'LOCATION'), ('Upper Cow Creek', 'LOCATION'), ('Ike Butte', 'PERSON'), ('Hessel', 'PERSON'), ('Sweat Creek', 'LOCATION')"
Antelope Fire,"('Antelope Creek', 'LOCATION'), ('Klamath National Forest', 'ORGANIZATION')"
Sugar Cane,"('Sugar Cane Fire', 'ORGANIZATION'), ('Sugar Cane', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('McCall', 'PERSON'), ('Idaho', 'LOCATION')"
Sixty Lakes,"('Sixty Lakes', 'LOCATION')"
Whitetail Creek Fire,"('Lower Porcupine Creek', 'LOCATION'), ('Boulder', 'LOCATION'), ('Whitetail Creek', 'LOCATION'), ('Fatty Creek', 'LOCATION'), ('Porcupine Creek', 'LOCATION'), ('NFS', 'ORGANIZATION')"
Taylor,
Antonio,"('Baldy Rd', 'PERSON'), ('Glendora Ridge Rd', 'LOCATION'), ('ANGELES NATIONAL FOREST The Angeles National Forest', 'ORGANIZATION'), ('Angeles National Forest', 'ORGANIZATION'), ('California Highway Patrol', 'ORGANIZATION'), ('Glendora Mountain Rd', 'LOCATION'), ('Southern California', 'LOCATION'), ('California', 'LOCATION'), ('Los Angeles', 'LOCATION'), ('Executive Order', 'ORGANIZATION'), ('Los Angeles County', 'LOCATION')"
Black Butte Fire,
Devils Knob Complex,"('Devils Knob Complex', 'ORGANIZATION'), ('Umpqua National Forest', 'ORGANIZATION'), ('Umpqua National Forest', 'LOCATION'), ('TFR', 'ORGANIZATION'), ('YouTube', 'ORGANIZATION'), ('Wildlife Management Units', 'ORGANIZATION')"
Bull Complex ,"('Kola', 'LOCATION'), ('Riverside Fires', 'LOCATION'), ('Ogre Creek Fire', 'ORGANIZATION'), ('NWIMT', 'ORGANIZATION'), ('Round Lake Fire', 'LOCATION'), ('Round Lake', 'LOCATION'), ('Oregon Department of Forestry', 'ORGANIZATION'), ('USFS Pacific Northwest Region', 'LOCATION'), ('Bull Complex', 'ORGANIZATION'), ('Ripplebrook', 'LOCATION'), ('Woods Wilderness', 'LOCATION'), ('Willamette', 'LOCATION'), ('Lionshead', 'LOCATION'), ('Northwest Incident Management Team', 'ORGANIZATION'), ('Janus', 'ORGANIZATION'), ('Willamette National Forest', 'ORGANIZATION'), ('Timber Lake Job Corps Center', 'LOCATION'), ('Beachie', 'LOCATION')"
Walker Creek Fire,"('USFS Colville National Forest and Department of Natural Resources', 'ORGANIZATION')"
Schneider Springs,"('Cascade Mountain Range', 'LOCATION'), ('Washington Department of Natural Resources', 'ORGANIZATION'), ('Naches Ranger District', 'LOCATION'), ('Okanogan-Wenatchee National Forest', 'ORGANIZATION'), ('Northwest Team', 'ORGANIZATION'), ('Schneider Springs', 'LOCATION'), ('WA', 'LOCATION'), ('Naches', 'LOCATION')"
Whitmore Fire ,"('Nespelem', 'LOCATION'), ('Colville Indian Reservation', 'ORGANIZATION')"
Haystack Fire,"('Haystack Mountain', 'LOCATION'), ('Boulder', 'LOCATION'), ('Dillon Interagency Dispatch', 'ORGANIZATION'), ('Basin', 'LOCATION'), ('Little Boulder Park', 'LOCATION')"
Moe Canyon,"('Moe Canyon', 'LOCATION'), ('Entiat WA', 'LOCATION'), ('Incident Management Team', 'ORGANIZATION'), ('USFS', 'ORGANIZATION'), ('WA DNR', 'ORGANIZATION')"
Windy Pass,"('Cle Elum Ranger District', 'LOCATION'), ('Lookout Mountain', 'LOCATION')"
Nine Mine Fire,"('North Columbia Washington Department of Natural Resources', 'LOCATION'), ('Facebook', 'ORGANIZATION'), ('WA', 'LOCATION'), ('Orient School District', 'ORGANIZATION'), ('Orient', 'LOCATION')"
Bulldog Mountain,"('Kettle Falls', 'LOCATION'), ('WA', 'LOCATION'), ('Spokane', 'LOCATION'), ('Colville National Forest', 'ORGANIZATION'), ('Northwest Incident Management Team', 'ORGANIZATION'), ('Boulder Creek Hwy', 'LOCATION'), ('Colville', 'LOCATION'), ('Bulldog Mountain & Mack Mountain Fires', 'ORGANIZATION')"
Muckamuck,"('Okanogan County', 'LOCATION'), ('Northwest Interagency Incident Management Team', 'ORGANIZATION'), ('Pelican Pass', 'LOCATION'), ('Cub Creek', 'ORGANIZATION'), ('Delancy Fires', 'LOCATION'), ('Washington', 'LOCATION'), ('Facebook', 'ORGANIZATION'), ('Conconully', 'LOCATION'), ('Colville National Forest', 'ORGANIZATION'), ('Cedar Creek', 'LOCATION'), ('Muckamuck Mountain', 'LOCATION')"
Chickadee Creek,"('Okanogan County', 'LOCATION'), ('Chickadee Creek Fire', 'ORGANIZATION'), ('Northwest Team', 'ORGANIZATION'), ('Washington', 'LOCATION'), ('Colville National Forest', 'ORGANIZATION'), ('Tonasket', 'LOCATION'), ('Walker Creek Fire', 'ORGANIZATION')"
Spur Fire,"('Okanogan County', 'LOCATION'), ('Holy Rosary Parrish Hall', 'ORGANIZATION'), ('USDA Forest Service', 'ORGANIZATION'), ('Colville National Forest', 'ORGANIZATION'), ('Red Cross', 'ORGANIZATION'), ('Okanogan Emergency Management Division', 'ORGANIZATION'), ('Washington DNR', 'ORGANIZATION'), ('Bonaparte Lake', 'LOCATION'), ('Tonasket', 'LOCATION'), ('WA An Evacuation Center', 'ORGANIZATION')"
Knoll Fire,
Upper Lime Creek,"('Al Lawson', 'PERSON'), ('Washington', 'LOCATION'), ('Keller', 'LOCATION'), ('Northwest Incident Management Team', 'ORGANIZATION'), ('Colville Reservation', 'ORGANIZATION'), ('Upper Lime Creek Fire', 'ORGANIZATION')"
Black Top Fire,"('Jones County Texas', 'LOCATION')"
Scarface Fire,"('Marty Adell', 'PERSON')"
Richard Spring,"('St. Labre Indian Academy Campus', 'ORGANIZATION'), ('North Tongue River Road', 'LOCATION'), ('MT', 'LOCATION'), ('Colstrip', 'LOCATION'), ('DES Facebook', 'ORGANIZATION'), ('Rosebud County Fire Warden', 'ORGANIZATION'), ('Ashland Divide', 'ORGANIZATION'), ('Rosebud Creek', 'LOCATION'), ('Rosebud Cut Across', 'ORGANIZATION'), ('Richard Spring', 'LOCATION'), ('Northern Cheyenne Disaster & Emergency Services Facebook', 'ORGANIZATION'), ('Rosebud County Sheriff', 'ORGANIZATION'), ('Rosebud County', 'LOCATION'), ('Rabbit Town', 'LOCATION'), ('Greenleaf Creek', 'LOCATION'), ('Tongue River', 'LOCATION'), ('Northern Cheyenne Reservation', 'LOCATION'), ('Northern Cheyenne Disaster & Emergency Services', 'ORGANIZATION'), ('Cherry Creek', 'LOCATION'), ('Ashland', 'ORGANIZATION'), ('Northern Rockies Team', 'ORGANIZATION')"
Boundary Fire,"('Riley Rhoades', 'PERSON'), ('Scott Robison', 'PERSON'), ('Middle Fork River', 'LOCATION'), ('Frank Church River', 'LOCATION'), ('Marty Adell', 'PERSON'), ('Middle Fork Ranger District', 'LOCATION'), ('Jace James', 'PERSON'), ('Salmon-Challis National Forest', 'LOCATION'), ('Great Basin', 'LOCATION')"
Bedrock Fire,
Pincer Creek Fire,"('Glacier Peak Wilderness', 'LOCATION'), ('El Dorado', 'LOCATION'), ('Boston Basin', 'LOCATION'), ('North Cascades National Park', 'LOCATION'), ('Kit Moffit', 'PERSON'), ('Pincer Creek', 'LOCATION'), ('Sibley Creek Road', 'LOCATION'), ('Hidden Lake Trail', 'LOCATION'), ('Baker-Snoqualmie National Forest', 'ORGANIZATION'), ('Cascades National Park', 'LOCATION'), ('Marblemount', 'LOCATION'), ('Baker Ranger District Cascade River Trail', 'LOCATION'), ('Middle Fork Cascade Trail', 'LOCATION'), ('Cascade River Road', 'LOCATION'), ('South Fork Cascade Trail', 'LOCATION'), ('Pincer Creek Fire', 'ORGANIZATION')"
Fox Complex,"('Patton Meadow Fire', 'ORGANIZATION'), ('Oregon Department of Forestry', 'ORGANIZATION'), ('Stateline', 'LOCATION'), ('Lakeview District', 'LOCATION'), ('Klamath', 'LOCATION'), ('Lake County', 'LOCATION'), ('Willow Valley', 'LOCATION'), ('Patton Meadow Fire', 'LOCATION'), ('South Central Oregon Fire Management Partnership', 'ORGANIZATION'), ('Fremont-Winema National Forest Lakeview District', 'ORGANIZATION'), ('Willow Valley Fire', 'ORGANIZATION'), ('Klamath County', 'LOCATION'), ('Modoc National Forest', 'LOCATION'), ('Bonanza', 'LOCATION'), ('Lake County Sheriff ’ s Office of Emergency Management', 'ORGANIZATION'), ('Lakeview', 'LOCATION'), ('Willow Valley Reservoir', 'LOCATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Lake Counties', 'LOCATION')"
Nason Fire,"('Nason Ridge', 'LOCATION'), ('Washington', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Nason Fire', 'ORGANIZATION')"
French Fire,"('Burgdorf-French Creek Road', 'LOCATION'), ('Vinegar Creek', 'LOCATION'), ('Howard Ranch', 'LOCATION'), ('California', 'LOCATION'), ('Payette National Forest Fire Information Hotline', 'ORGANIZATION'), ('Salmon River Road', 'LOCATION'), ('Main Salmon River', 'LOCATION'), ('French Creek', 'LOCATION')"
Caldor Fire,"('Eldorado County', 'LOCATION'), ('Amador County', 'LOCATION'), ('FAA', 'ORGANIZATION'), ('CALDOR', 'ORGANIZATION'), ('TFR', 'ORGANIZATION'), ('Caldor', 'ORGANIZATION'), ('Eldorado National Forest | Lake Tahoe Basin Management', 'ORGANIZATION')"
Ford Corkscrew Fire,
Twentyfive Mile,"('Big Hill', 'LOCATION'), ('Chelan', 'LOCATION'), ('Forest Service Road', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('WA', 'LOCATION'), ('Lake Chelan', 'LOCATION'), ('Entiat', 'LOCATION'), ('Slide Ridge Road', 'LOCATION'), ('Mud Creek and Potato Creek', 'LOCATION'), ('Devils Backbone Trail', 'LOCATION')"
Greenwood Fire,"('Lake County Dispatch', 'LOCATION'), ('Laurentian Ranger District', 'LOCATION'), ('Dunka River Road', 'LOCATION'), ('Superior National Forest', 'ORGANIZATION'), ('Minnesota Department of Natural Resources', 'ORGANIZATION'), ('Forest Hwy', 'ORGANIZATION'), ('Greenwood Fire', 'ORGANIZATION'), ('Greenwood Lake', 'LOCATION'), ('Lake County Emergency Management', 'ORGANIZATION'), ('Lake County', 'LOCATION'), ('Sand Lake', 'LOCATION')"
John Ek and Whelp Fires,"('Little Saganaga Lake', 'LOCATION'), ('Superior NF Facebook | Superior NF', 'ORGANIZATION'), ('Elton Lake', 'LOCATION'), ('John Ek', 'PERSON'), ('Northern Rockies Incident Management Team', 'ORGANIZATION'), ('John Ek Lake', 'PERSON'), ('Sawbill Lake', 'LOCATION')"
Walkers Fire,"('Golden Trout Wilderness', 'LOCATION'), ('Sequoia National Park', 'LOCATION'), ('Park Service', 'ORGANIZATION'), ('Sequoia National Forest', 'ORGANIZATION')"
